username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
,2017-04-22,0,0,"Join Thurs, 4/27, 12pm PST for my first live Twitter Q&A. #okmays your questions on my career @Google . Add to cal: http:// buff.ly/2oUgNYY pic.twitter.com/Brmcg30Sk0",,@Google,#okmays,"855923430562123776",https://twitter.com/anthonydmays/status/855923430562123776
,2017-04-22,0,1,"My bad. I was tweeting on the fly and got the wrong twitter handle. My apologies",,,,"855923004966154240",https://twitter.com/McBilly/status/855923004966154240
,2017-04-22,3,0,"How building an #AI chip saved @Google from building a dozen new #data centers http:// hubs.ly/H0781HN0",,@Google,#AI #data,"855922917284208641",https://twitter.com/TofflerInsights/status/855922917284208641
,2017-04-22,0,0,"Happy Earth Day, world! @google http://www. blog.google/products/searc h/happy-earth-day-world/ …",,@google,,"855922776439267328",https://twitter.com/nicholas_yousse/status/855922776439267328
,2017-04-22,0,0,"@Google can go all out for earth day but not a word about Easter...you bunch of lefty fcks....pftttt",,@Google,,"855922743308505092",https://twitter.com/AmberX994874/status/855922743308505092
,2017-04-22,0,1,"It's @moove_it",,@moove_it,,"855922643333259266",https://twitter.com/ahfast/status/855922643333259266
,2017-04-22,0,0,"Google Wifi is awesome. Had mine for about a year.",,,,"855922573384855552",https://twitter.com/Projekt2501/status/855922573384855552
,2017-04-22,1,1,"reBROADcasting @fAcebook @biLLgaTes @baRAckobama @hillaryclInTon @geORgeSoros @jEFFbezos @sENSChUMer @goOGLE @elonMusk @amYSchUMer #GITSUM https:// twitter.com/7th5d/status/8 35944612648861698 …",,@fAcebook @biLLgaTes @baRAckobama @hillaryclInTon @geORgeSoros @jEFFbezos @sENSChUMer @goOGLE @elonMusk @amYSchUMer,#GITSUM,"855922101819232256",https://twitter.com/830dune/status/855922101819232256
,2017-04-22,0,0,"I think @google may have over done it with the England flags on their St Georges Day google logo again",,@google,,"855921846973337602",https://twitter.com/AngloSaxonBry/status/855921846973337602
,2017-04-22,0,0,"No doubt in my mind #Africa will/should develop its own search engine. Just like @Google for the U.S or @BaiduResearch for China",,@Google @BaiduResearch,#Africa,"855921702915760129",https://twitter.com/trevkudzi/status/855921702915760129
